SampleID	Sample_ID	short_name	sample_names	sample_names	order_treatment	orvion_sample_names	primerpairname	filtration_volume_ml	elution_volume_ul	DNA_concentration	sample_nr	wetland_sample	CW_number	CW_section	MF_number	linked_redox_sensor	CW_number_CW_section	CW_number_MF_number	sampling_date	date	season_meterological	sample_depth_information	timepoint	timepoint_MF_number	timepoint_sample_depth_information	time_continuous	obs_well	Nanobubbles_On	chloride_mg_l	cyanide_total	phosphorus_total	oxygen	temperature	redoxpot	pH	EGV3	Frontpump_flowrate		DOC	TOC	benzene_ug_l	benzene_mmol_e_l	toluene_ug_l	toluene_mmol_e_l	ethylbenzene_ug_l	ethylbenzene_mmol_e_l	o_xylene_ug_l	o_xylene_mmol_e_l	pm_xylene_ug_l	pm_xylene_mmol_e_l	xylene_ug_l	xylene_mmol_e_l	concentration_BTEX_ug_l	concentration_BTEX_mmol_e_l	naphthalene_VOC_ug_l	naphthalene_VOC_mmol_e_l	naphthalene_PAH_ug_l	naphthalene_PAH_mmol_e_l	acenaphthylene_ug_l	acenaphthylene_mmol_e_l	acenaphthene_ug_l	acenaphthene_mmol_e_l	fluorene_ug_l	fluorene_mmol_e_l	phenanthrene_ug_l	phenanthrene_mmol_e_l	anthracene_ug_l	anthracene_mmol_e_l	fluoranthene_ug_l	fluoranthene_mmol_e_l	pyrene_ug_l	pyrene_mmol_e_l	Sum_water_soluble_PAHs_ug_l	Sum_water_soluble_PAHs_no_napthalene_ug_l	Sum_water_soluble_PAHs_mmol_e_l	Sum_water_soluble_PAHs_no_napthalene_mmol_e_l	fraction_C10-C12	fraction_C12-C22	fraction_C30-C40	total_C10-C40	iron2_mg_l	iron2_measured_mmoles_l	iron2_measured_electron_acceptor_capacity_mmol_e	manganese2_mg_l	manganese2__measured_mmoles_l	manganese2_electron_acceptor_capacity_mmol_e_l	sulfate_mg_l	sulfate_measured_mmoles_l	sulfate_electron_acceptor_capacity_mmol_e	sulfate_consumption_relative_to_influent	sulfate_consumption_percentage_relative_to_influent	sulfate_consumption_relative_to_influent_mmols_e_l	sulfate_consumption_relative_to_influent_mmols_e_l_no_negatives	sulfate_consumption_1D_flow_mg_l	sulfate_consumption_percentage_1D_flow_relative_to_previous_sample	sulfate_consumption_1D_flow_mmols_e_l	sulfate_consumption_1D_flow_mmols_e_l_no_negatives	iron2_PRECIPITATED_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_Influent	iron2_PRECIPITATED_due_to_sulfate_mg_l_Sulfate_relative_To_Influent_NO_NEGATIVES	iron2_TOTAL_mg_l_Sulfate_relative_To_Influent	iron2_TOTAL_mmoles_l__Sulfate_relative_To_Influent	iron2_TOTAL_mmoles_e_l__Sulfate_relative_To_Influent	iron2_PRECIPITATED_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_1D_flow	iron2_PRECIPITATED_due_to_sulfate_mg_l_Sulfate_relative_To_1D_flow_NO_NEGATIVES	iron2_TOTAL_mg_l_sulfate_relative_to_1D_flow	iron2_TOTAL_mmoles_l_sulfate_relative_to_1D_flow	iron2_TOTAL_mmoles_e_l__sulfate_relative_to_1D_flow	Soluble_electron_acceptor_capacity_present_mmol_e_l	combined_TOTAL_reduced_metals_mg_l_1D_flow	combined_total_reduced_metals_mmol_e_l_1D_flow	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_manganese2	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_iron2	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_sulfate	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_manganese2	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_iron2	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_sulfate	electron_donor_acceptor_balance_BTEXN_acceptors_consumed_relative_to_influent	electron_donor_acceptor_balance_BTEXN_acceptors_consumed_relative_to_1D_flow	electron_donor_acceptor_balance_BTEXN_PAH_acceptors_consumed_relative_to_influent	electron_donor_acceptor_balance_BTEXN_PAH_acceptors_consumed_relative_to_1D_flow	electron_capacity_balance_influent	electron_balance_1D_flow	dominant_electron_acceptor_species_influent	dominant_electron_acceptor_species_1D_flow
CW_46	CW_46	CW2MF10_1	CW2MF10_1_October_2024	CW2MF10_1_October_2024	46	S7831	515F806R	150	100	5,20	14172407-008	Wetland	CW_2	Section_3	MF10	CW2S3-3-4	CW_2_Section_3	CW_2_MF10	2024-10-15	15/10/2024	Autumn	0.60-0.80	T1	T1_MF10	T1_0.60-0.80	1	CW2_MF10	no	69	27	0,36	0,73	11,9	-105	7,01	610	0,2	0,01	13	12	680	0,261170145	23	0,008986325	510	0,201751907	180	0,071206556	120	0,047471037	300		1513,00	0,47	2700	1,011157057	2000	0,749005227	99	0,036428149	68	0,025575514	24	0,008951991	6,7	0,002481064	1,2	0,00044437	0,08	2,92707E-05	0,04	1,46354E-05	2199,02	199,02	0,822930221	0,073924994	5600	1300	2.5	6900	2	0,035810206	0,035810206	2	0,036409976	0,072819953	47	0,489277535	3,914220279	31	39,74358974	2,581719758	2,581719758	-5	-11,9047619	-0,416406413	0	18,02040391	18,02040391	20,02040391	0,358467393	0,358467393	-2,90651676	0	2	0,035810206	0,035810206	3,914220279	4	0,108630159	3,013007104	0,02416853	0,118973298	0,856858172	0,108630159	0,670347476	0,329652524	0	-1,53	1,37	-1,46	1,45	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_47	CW_47	CW3MF01_1	CW3MF01_1_October_2024	CW3MF01_1_October_2024	47	S7832	515F806R	150	100	8,35	14173590-001	Wetland	CW_3	Section_1	MF01	CW3S1-1	CW_3_Section_1	CW_3_MF01	2024-10-15	17/10/2024	Autumn	0.15-0.30	T1	T1_MF01	T1_0.15-0.30	1	CW3_MF01	no	65	24	5,1	7,48	13,1	-95	6,99	1080	0,2	0,01	31	14	380	0,145948022	9,1	0,003555459	66	0,02610907	37	0,014636903	27	0,010680983	64		519,10	0,18	60	0,022470157	110	0,041195288	3,8	0,001398252	2,2	0,000827443	0,66	0,00024618	0,24	8,88739E-05	0,01	3,70308E-06	0,001	3,65884E-07	0,002	7,31768E-07	116,913	6,913	0,043760837	0,00256555	75	2,5	2.5	95	26	0,465532677	0,465532677	4,6	0,083742946	0,167485891	0,5	0,00520508	0,041640641	77,5	99,35897436	6,454299396	6,454299396	77,5	99,35897436	6,454299396	6,454299396	45,05100979	45,05100979	71,05100979	1,272175645	1,272175645	45,05100979	45,05100979	71,05100979	1,272175645	1,272175645	0,041640641	75,65100979	1,439661536	7,893960933	0,021216965	0,161158087	0,817624948	7,893960933	0,021216965	0,161158087	0,817624948	-7,70	-7,70	-7,69	-7,69	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_48	CW_48	CW3MF02_1	CW3MF02_1_October_2024	CW3MF02_1_October_2024	48	S7833	515F806R	150	100	5,00	14172407-009	Wetland	CW_3	Section_1	MF02	CW3S1-3-4	CW_3_Section_1	CW_3_MF02	2024-10-15	15/10/2024	Autumn	0.60-0.80	T1	T1_MF02	T1_0.60-0.80	1	CW3_MF02	no	70	26	0,76	0,45	13,1	-128	7,08	556	0,2	0,01	11	11	800	0,307258994	47	0,01836336	600	0,237355185	250	0,098897994	220	0,087030235	470		1917,00	0,56	3900	1,460560193	3500	1,310759148	120	0,044155332	120	0,04513326	38	0,014173986	18	0,006665545	3,9	0,001444201	0,51	0,000186601	0,41	0,000150012	3800,82	300,82	1,422668085	0,111908937	5400	1500	2.5	7000	0,7	0,012533572	0,012533572	1,2	0,021845986	0,043691972	61	0,635019779	5,080158234	17	21,79487179	1,415781803	1,415781803	17	21,79487179	1,415781803	1,415781803	9,882156985	9,882156985	10,58215699	0,18947461	0,18947461	9,882156985	9,882156985	10,58215699	0,18947461	0,18947461	5,080158234	11,78215699	0,233166582	1,648948385	0,02649687	0,114906332	0,858596798	1,648948385	0,02649687	0,114906332	0,858596798	0,37	0,37	0,49	0,49	Insufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_49	CW_49	CW3MF05_1	CW3MF05_1_October_2024	CW3MF05_1_October_2024	49	S7834	515F806R	150	100	6,25	14173590-002	Wetland	CW_3	Section_2	MF05	CW3S2-1	CW_3_Section_2	CW_3_MF05	2024-10-15	17/10/2024	Autumn	0.15-0.30	T1	T1_MF05	T1_0.15-0.30	1	CW3_MF05	no	70	0,2	0,26	8,81	13,8	-55	7,08	496	0,2	0,01	1,1	2,1	1,8	0,000691333	0,02	7,8142E-06	3,3	0,001305454	1,8	0,000712066	1,7	0,000672506	3,5		8,74	0,00	0,98	0,000367013	0,85	0,000318327	0,01	3,67961E-06	0,01	3,7611E-06	0,005	1,865E-06	0,03	1,11092E-05	0,001	3,70308E-07	0,01	3,65884E-06	0,002	7,31768E-07	0,918	0,068	0,000343503	2,51759E-05	2,5	2,5	2.5	5	1,4	0,025067144	0,025067144	6	0,109229929	0,218459858	36	0,374765771	2,998126171	42	53,84615385	3,497813866	3,497813866	-35,5	-7100	-2,95648553	0	24,41474079	24,41474079	25,81474079	0,462215592	0,462215592	-20,636269	0	1,4	0,025067144	0,025067144	2,998126171	7,4	0,243527002	4,178489316	0,052282019	0,110617871	0,83710011	0,243527002	0,897066264	0,102933736	0	-4,18	-0,24	-4,18	-0,24	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_50	CW_50	CW3MF06_1	CW3MF06_1_October_2024	CW3MF06_1_October_2024	50	S7835	515F806R	150	100	8,95	14173590-003	Wetland	CW_3	Section_2	MF06	CW3S2-3-4	CW_3_Section_2	CW_3_MF06	2024-10-15	17/10/2024	Autumn	0.60-0.80	T1	T1_MF06	T1_0.60-0.80	1	CW3_MF06	no	68	29	0,68	0,51	12,8	-109	7,05	593	0,2	0,01	9,7	13	440	0,168992447	29	0,011330584	370	0,146369031	140	0,055382877	150	0,059338796	290		1129,00	0,33	2300	0,861356012	3000	1,123507841	120	0,044155332	110	0,041372155	47	0,017530983	29	0,010738933	4,7	0,001740448	1,2	0,000439061	1,2	0,000439061	3313,1	313,1	1,239923813	0,116415972	4700	1500	2.5	6200	0,6	0,010743062	0,010743062	1,1	0,020025487	0,040050974	70	0,728711222	5,829689777	8	10,25641026	0,66625026	0,66625026	-9	-14,75409836	-0,749531543	0	4,650426817	4,650426817	5,250426817	0,094009433	0,094009433	-5,231730169	0	0,6	0,010743062	0,010743062	5,829689777	1,7	0,050794036	0,800310667	0,050044284	0,117466175	0,832489542	0,050794036	0,788497574	0,211502426	0	0,39	1,14	0,50	1,25	Insufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_51	CW_51	CW3MF09_1	CW3MF09_1_October_2024	CW3MF09_1_October_2024	51	S7836	515F806R	150	100	9,90	14173590-004	Wetland	CW_3	Section_3	MF09	CW3S3-1	CW_3_Section_3	CW_3_MF09	2024-10-15	17/10/2024	Autumn	0.15-0.30	T1	T1_MF09	T1_0.15-0.30	1	CW3_MF09	no	56	17	2,3	6,88	12,8	-99	6,9	606	0,2	0,01	22	22	43	0,016515171	1,2	0,000468852	26	0,010285391	9,4	0,003718565	9,9	0,003916361	19,3		89,50	0,03	190	0,071155497	110	0,041195288	0,5	0,000183981	0,5	0,000188055	0,25	9,32499E-05	0,05	1,85154E-05	0,05	1,85154E-05	0,001	3,65884E-07	0,002	7,31768E-07	111,353	1,353	0,041698702	0,000503414	230	50	2.5	280	25	0,447627574	0,447627574	5,1	0,09284544	0,185690879	0,5	0,00520508	0,041640641	77,5	99,35897436	6,454299396	6,454299396	35,5	98,61111111	2,95648553	2,95648553	45,05100979	45,05100979	70,05100979	1,254270542	1,254270542	20,636269	20,636269	45,636269	0,817122095	0,817122095	0,041640641	50,736269	1,002812974	7,894260818	0,023522263	0,158883849	0,817593888	3,959298504	0,046899944	0,206380523	0,746719533	-7,80	-3,86	-7,80	-3,86	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_52	CW_52	CW3MF10_1	CW3MF10_1_October_2024	CW3MF10_1_October_2024	52	S7837	515F806R	150	100	7,50	14173590-005	Wetland	CW_3	Section_3	MF10	CW3S3-3-4	CW_3_Section_3	CW_3_MF10	2024-10-15	17/10/2024	Autumn	0.60-0.80	T1	T1_MF10	T1_0.60-0.80	1	CW3_MF10	no	68	29	0,68	0,53	12,9	-84	7,21	470	0,2	0,01	11	11	660	0,25348867	1	0,00039071	500	0,197795988	150	0,059338796	110	0,043515117	260		1427,00	0,45	2100	0,786455489	1900	0,711554966	120	0,044155332	93	0,034978276	30	0,011189989	9	0,003332772	1,4	0,000518431	0,06	2,1953E-05	0,03	1,09765E-05	2153,49	253,49	0,805762697	0,094207731	3700	980	2.5	4700	1,2	0,021486124	0,021486124	1,6	0,029127981	0,058255962	50	0,520508016	4,164064127	28	35,8974359	2,331875911	2,331875911	20	28,57142857	1,665625651	1,665625651	16,27649386	16,27649386	17,47649386	0,312918422	0,312918422	11,62606704	11,62606704	12,82606704	0,229652051	0,229652051	4,164064127	14,42606704	0,287908013	2,703050295	0,021551934	0,115764928	0,862683138	1,953533664	0,029820813	0,117557253	0,852621934	-1,46	-0,72	-1,37	-0,62	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_53	CW_53	CWinf_2	CWinf_2_December_2024	CWinf_2_December_2024	53	S8056	515F806R	150	65	5,8	14212206-002	INF	CW_0	Section_0	INF	NA	CW_0_Section_0	CW_0_INF	2024-12-17	17/12/2024	Winter	INF	T2	T2_INF	T2_INF	2	INFLOW	no	68	29	0,9	NA	NA	NA	NA	NA	NA	0,01	16	50	610	0,234284983	140	0,054699371	690	0,272958463	260	0,102853914	450	0,178016389	710		2150,00	0,56	5400	2,022314114	3700	1,385659671	250	0,091990275	210	0,078983205	130	0,048489953	130	0,048140044	28	0,010368625	12	0,004390606	15	0,005488257	4475	775	1,673510635	0,287850964	9000	4700	2.5	14000	1,2	0,021486124	0,021486124	0,9	0,016384489	0,032768979	81	0,843222986	6,745783885	0	0	0	0	0	0	0	0	0	0	1,2	0,021486124	0,021486124	0	0	1,2	0,021486124	0,021486124	6,745783885	2,1	0,054255102	0,054255102	0,603979669	0,396020331	0	0,054255102	0,603979669	0,396020331	0	2,53	2,53	2,82	2,82	Insufficient Capacity	Insufficient Capacity	Iron Dominant electron acceptor	Iron Dominant electron acceptor
CW_54	CW_54	CW1eff_2	CW1eff_2_December_2024	CW1eff_2_December_2024	54	S8057	515F806R	150	65	6,9	14212206-001	EFF	CW_1	Section_5	EFF	NA	CW_1_Section_5	CW_1_EFF	2024-12-17	17/12/2024	Winter	EFF	T2	T2_EFF	T2_EFF	2	CW1_OUT	no	58	16	0,97	4,5	9,6	-80	7,08	940	0,2	0,01	17	11	140	0,053770324	0,5	0,000195355	73	0,028878214	40	0,015823679	17	0,006725064	57		273,50	0,08	530	0,198486385	150	0,056175392	25	0,009199028	26	0,009778873	7,9	0,002946697	1,6	0,000592493	0,2	7,40616E-05	0,03	1,09765E-05	0,002	7,31768E-07	210,732	60,732	0,078778252	0,02260286	1100	320	2.5	1400	10	0,17905103	0,17905103	3,3	0,060076461	0,120152922	16	0,166562565	1,332500521	65	80,24691358	5,413283365	5,413283365	34	68	2,831563606	2,831563606	37,78471788	37,78471788	47,78471788	0,855590293	0,855590293	19,76431397	19,76431397	29,76431397	0,532933106	0,532933106	1,332500521	33,06431397	0,653086028	6,38902658	0,018806139	0,133915595	0,847278266	3,484649634	0,034480632	0,152937357	0,812582011	-6,11	-3,20	-6,09	-3,18	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_55	CW_55	CW2eff_2	CW2eff_2_December_2024	CW2eff_2_December_2024	55	S8058	515F806R	150	65	4,5	14213115-001	EFF	CW_2	Section_5	EFF	NA	CW_2_Section_5	CW_2_EFF	2024-12-17	17/12/2024	Winter	EFF	T2	T2_EFF	T2_EFF	2	CW2_OUT	no	67	26	0,58	0,51	9,5	-87	7,09	615	0,2	0,01	11	12	670	0,257329407	14	0,005469937	410	0,16219271	250	0,098897994	200	0,079118395	450		1544,00	0,42	2700	1,011157057	350	0,131075915	110	0,040475721	100	0,03761105	44	0,016411984	3,1	0,001147955	0,5	0,000185154	0,04	1,46354E-05	0,04	1,46354E-05	607,68	257,68	0,22693705	0,095861135	4600	1400	2.5	6000	1,4	0,025067144	0,025067144	1,2	0,021845986	0,043691972	55	0,572558817	4,580470539	26	32,09876543	2,165313346	2,165313346	-13	-30,95238095	-1,082656673	0	15,11388715	15,11388715	16,51388715	0,29568285	0,29568285	-7,556943577	0	1,4	0,025067144	0,025067144	4,580470539	2,6	0,068759116	2,504688167	0,017444076	0,118051761	0,864504162	0,068759116	0,635435333	0,364564667	0	-1,07	1,37	-0,97	1,46	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_56	CW_56	CW3eff_2	CW3eff_2_December_2024	CW3eff_2_December_2024	56	S8059	515F806R	150	65	7,3	14213115-002	EFF	CW_3	Section_5	EFF	NA	CW_3_Section_5	CW_3_EFF	2024-12-17	17/12/2024	Winter	EFF	T2	T2_EFF	T2_EFF	2	CW3_OUT	no	51	22	0,73	0,52	9,5	-82	6,99	799	0,2	0,01	10	10	230	0,088336961	6,8	0,002656827	190	0,075162475	65	0,025713478	44	0,017406047	109		535,80	0,17	1100	0,411952875	0,79	0,000295857	1,8	0,00066233	5,5	0,002068608	1,8	0,000671399	0,35	0,000129608	0,07	2,59216E-05	0,001	3,65884E-07	0,002	7,31768E-07	10,313	9,523	0,003854821	0,003558964	1500	410	2.5	2000	1,1	0,019695613	0,019695613	0,5	0,009102494	0,018204988	31	0,32271497	2,581719758	50	61,72839506	4,164064127	4,164064127	15	32,60869565	1,249219238	1,249219238	29,0651676	29,0651676	30,1651676	0,540110432	0,540110432	8,719550281	8,719550281	9,819550281	0,175820059	0,175820059	2,581719758	10,31955028	0,194025047	4,722379546	0,003855046	0,114372516	0,881772438	1,443244285	0,012613934	0,121822799	0,865563267	-4,14	-0,87	-4,14	-0,86	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_57	CW_57	CW1MF01_2	CW1MF01_2_December_2024	CW1MF01_2_December_2024	57	S8060	515F806R	150	65	13,5	14212205-001	Wetland	CW_1	Section_1	MF01	CW1S1-1	CW_1_Section_1	CW_1_MF01	2024-12-17	17/12/2024	Winter	0.15-0.30	T2	T2_MF01	T2_0.15-0.30	2	CW1_MF01	no	67	27	1,9	2,3	9,5	-123	6,95	965	0,2	0,01	11	11	480	0,184355396	1	0,00039071	480	0,189884148	270	0,106809833	140	0,055382877	410		1377,00	0,37	1600	0,599204182	4,8	0,001797613	0,01	3,67961E-06	0,16	6,01777E-05	0,1	3,73E-05	0,09	3,33277E-05	0,01	3,70308E-06	0,01	3,65884E-06	0,002	7,31768E-07	5,182	0,382	0,001940191	0,000142579	2000	35	2.5	2100	23	0,411817368	0,411817368	3,9	0,070999454	0,141998908	32	0,33312513	2,665001041	49	60,49382716	4,080782844	4,080782844	49	60,49382716	4,080782844	4,080782844	28,48386425	28,48386425	51,48386425	0,92182389	0,92182389	28,48386425	28,48386425	51,48386425	0,92182389	0,92182389	2,665001041	55,38386425	1,063822798	5,144605642	0,027601515	0,179182615	0,793215871	5,144605642	0,027601515	0,179182615	0,793215871	-4,17	-4,17	-4,17	-4,17	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_58	CW_58	CW1MF02_2	CW1MF02_2_December_2024	CW1MF02_2_December_2024	58	S8061	515F806R	150	65	5,3	14212205-002	Wetland	CW_1	Section_1	MF02	CW1S1-3-4	CW_1_Section_1	CW_1_MF02	2024-12-17	17/12/2024	Winter	0.60-0.80	T2	T2_MF02	T2_0.60-0.80	2	CW1_MF02	no	68	28	0,84	0,39	9,2	-153	7,08	890	0,1	0,01	13	13	480	0,184355396	60	0,023442587	360	0,142413111	190	0,075162475	220	0,087030235	410		1310,00	0,35	2700	1,011157057	2600	0,973706796	140	0,051514554	140	0,05265547	53	0,019768981	24	0,008887393	4,4	0,001629355	0,69	0,00025246	0,6	0,00021953	2962,69	362,69	1,108634539	0,134927743	5500	1900	2.5	7400	0,4	0,007162041	0,007162041	0,9	0,016384489	0,032768979	68	0,707890902	5,663127212	13	16,04938272	1,082656673	1,082656673	13	16,04938272	1,082656673	1,082656673	7,556943577	7,556943577	7,956943577	0,142469894	0,142469894	7,556943577	7,556943577	7,956943577	0,142469894	0,142469894	5,663127212	8,856943577	0,175238873	1,257895546	0,026050636	0,113260512	0,860688852	1,257895546	0,026050636	0,113260512	0,860688852	0,10	0,10	0,24	0,24	Insufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_59	CW_59	CW1MF05_2	CW1MF05_2_December_2024	CW1MF05_2_December_2024	59	S8062	515F806R	150	65	5,8	14212205-003	Wetland	CW_1	Section_2	MF05	CW1S2-1	CW_1_Section_2	CW_1_MF05	2024-12-17	17/12/2024	Winter	0.15-0.30	T2	T2_MF05	T2_0.15-0.30	2	CW1_MF05	no	67	26	1,4	3,1	9,6	-122	6,99	1280	0,2	0,01	11	11	570	0,218922033	11	0,004297808	450	0,178016389	250	0,098897994	150	0,059338796	400		1431,00	0,40	1100	0,411952875	840	0,314582196	0,01	3,67961E-06	0,01	3,7611E-06	0,05	1,865E-05	0,06	2,22185E-05	0,01	3,70308E-06	0,001	3,65884E-07	0,002	7,31768E-07	840,143	0,143	0,314635305	5,31099E-05	1700	2,5	2.5	1700	23	0,411817368	0,411817368	4	0,072819953	0,145639905	16	0,166562565	1,332500521	65	80,24691358	5,413283365	5,413283365	16	50	1,332500521	1,332500521	37,78471788	37,78471788	60,78471788	1,088356632	1,088356632	9,300853633	9,300853633	32,30085363	0,57835011	0,57835011	1,332500521	36,30085363	0,723990015	6,647279902	0,0219097	0,163729623	0,814360678	2,056490536	0,070819633	0,281231593	0,647948774	-5,83	-1,24	-5,83	-1,24	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_60	CW_60	CW1MF06_2	CW1MF06_2_December_2024	CW1MF06_2_December_2024	60	S8063	515F806R	150	65	6,9	14212205-004	Wetland	CW_1	Section_2	MF06	CW1S2-3-4	CW_1_Section_2	CW_1_MF06	2024-12-17	17/12/2024	Winter	0.60-0.80	T2	T2_MF06	T2_0.60-0.80	2	CW1_MF06	no	67	27	0,91	0,39	9,6	-139	7,12	1340	0,2	0,01	12	12	550	0,211240558	75	0,029303234	440	0,174060469	180	0,071206556	190	0,075162475	370		1435,00	0,41	2600	0,973706796	1800	0,674104705	120	0,044155332	120	0,04513326	35	0,013054987	6,5	0,002407002	0,63	0,000233294	0,03	1,09765E-05	0,002	7,31768E-07	2082,162	282,162	0,779100289	0,104995584	3700	1200	2.5	4900	2,2	0,039391226	0,039391226	0,9	0,016384489	0,032768979	42	0,437226733	3,497813866	39	48,14814815	3,247970019	3,247970019	26	38,23529412	2,165313346	2,165313346	22,67083073	22,67083073	24,87083073	0,445314785	0,445314785	15,11388715	15,11388715	17,31388715	0,310006932	0,310006932	3,497813866	18,21388715	0,342775911	3,726053782	0,008794553	0,119513783	0,871691663	2,508089257	0,013065316	0,123602831	0,863331853	-2,34	-1,12	-2,23	-1,01	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_61	CW_61	CW1MF09_2	CW1MF09_2_December_2024	CW1MF09_2_December_2024	61	S8064	515F806R	150	65	9,1	14212205-005	Wetland	CW_1	Section_3	MF09	CW1S3-1	CW_1_Section_3	CW_1_MF09	2024-12-17	17/12/2024	Winter	0.15-0.30	T2	T2_MF09	T2_0.15-0.30	2	CW1_MF09	no	65	26	0,93	3,08	9,8	-108	7,09	855	0,2	0,01	9,8	9,8	330	0,126744335	0,5	0,000195355	130	0,051426957	140	0,055382877	65	0,025713478	205		668,50	0,18	230	0,086135601	320	0,119840836	0,01	3,67961E-06	0,01	3,7611E-06	0,005	1,865E-06	0,001	3,70308E-07	0,001	3,70308E-07	0,001	3,65884E-07	0,002	7,31768E-07	320,03	0,03	0,11985198	1,1144E-05	460	25	2.5	500	23	0,411817368	0,411817368	3,6	0,065537957	0,131075915	0,5	0,00520508	0,041640641	80,5	99,38271605	6,704143244	6,704143244	15,5	96,875	1,290859879	1,290859879	46,79491984	46,79491984	69,79491984	1,249685225	1,249685225	9,010201957	9,010201957	32,01020196	0,573145962	0,573145962	0,041640641	35,61020196	0,704221876	8,084904384	0,016212426	0,154570192	0,829217382	1,995081756	0,065699521	0,287279436	0,647021043	-7,82	-1,73	-7,82	-1,73	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_62	CW_62	CW1MF10_2	CW1MF10_2_December_2024	CW1MF10_2_December_2024	62	S8065	515F806R	150	65	28,1	14212205-006	Wetland	CW_1	Section_3	MF10	CW1S3-3-4	CW_1_Section_3	CW_1_MF10	2024-12-17	17/12/2024	Winter	0.60-0.80	T2	T2_MF10	T2_0.60-0.80	2	CW1_MF10	no	67	28	0,53	0,42	9,5	-112	7,18	950	0,2	0,01	11	11	560	0,215081296	1	0,00039071	370	0,146369031	220	0,087030235	130	0,051426957	350		1287,00	0,36	2200	0,82390575	1700	0,636654443	85	0,031276694	75	0,028208287	2	0,000745999	1,6	0,000592493	0,17	6,29524E-05	0,04	1,46354E-05	0,002	7,31768E-07	1863,812	163,812	0,697556236	0,060901793	3200	770	2.5	4000	1,7	0,030438675	0,030438675	1,6	0,029127981	0,058255962	50	0,520508016	4,164064127	31	38,27160494	2,581719758	2,581719758	-8	-19,04761905	-0,66625026	0	18,02040391	18,02040391	19,72040391	0,353095862	0,353095862	-4,650426817	0	1,7	0,030438675	0,030438675	4,164064127	3,3	0,088694637	2,993071583	0,019463605	0,117971072	0,862565324	0,088694637	0,656814933	0,343185067	0	-1,81	1,10	-1,75	1,16	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
