SampleID	Sample_ID	Sample_Names	Orvion_Sample_Names	CW_Section	CW_Number	CW_Number_Section	CW_Number_MF_number	MF_number	Wetland_Sample	Linked_redox_Sensor	Sample_depth	Sample_depth_information	Primerpairname	Short_Name	Sample_or_Control	Timepoint	Timepoint_Sample_depth_information	Sampling_Date	Season_Meterological	Filtration_Volume_ml	Elution_Volume_ul	DNA_concentration	Order_Treatment	sample_nr	obs_well	date	DOC	TOC	benzene_ug_l	benzene_mmol_e_l	toluene_ug_l	toluene_mmol_e_l	ethylbenzene_ug_l	ethylbenzene_mmol_e_l	o_xylene_ug_l	o_xylene_mmol_e_l	pm_xylene_ug_l	pm_xylene_mmol_e_l	xylene_ug_l	xylene_mmol_e_l	concentration_BTEX_ug_l	concentration_BTEX_mmol_e_l	naphthalene_VOC_ug_l	naphthalene_VOC_mmol_e_l	phenol	m_cresol	o_cresol	p_cresol	cresol	2_ethylphenol	3_ethylphenol	24_dimethylphenol	25_dimethylphenol	3,5+2,3-dimethylphenol+4-ethylphenol	26_dimethylphenol	34_dimethylphenol	c2_alkylphenols_total	235_trimethylphenol	345_trimethylphenol	2_isopropylphenol	c3_alkylphenols_total	thymol	p_[tert]butylphenol	c4_alkylphenols_total	naphthalene_PAH_ug_l	acenaphthylene_ug_l	acenaphthene_ug_l	fluorene_ug_l	phenanthrene_ug_l	anthracene_ug_l	fluoranthene_ug_l	pyrene_ug_l	naphthalene_PAH_mmol_e_l	acenaphthylene_mmol_e_l	acenaphthene_mmol_e_l	fluorene_mmol_e_l	phenanthrene_mmol_e_l	anthracene_mmol_e_l	fluoranthene_mmol_e_l	pyrene_mmol_e_l	benzo[a]anthracene	chrysene	benzo[b]fluoranthene	benzo[k]fluoranthene	benzo[a]pyrene		dibenz[a,h]anthracene	benzo[ghi]perylene	indeno[1,2,3-cd]pyrene	Sum_water_soluble_PAHs_ug_l	Sum_water_soluble_PAHs_no_napthalene_ug_l	Sum_water_soluble_PAHs_mmol_e_l	Sum_water_soluble_PAHs_no_napthalene_mmol_e_l	PAH_total_16_ug	fraction_C10-C12	fraction_C12-C22	fraction_C22-C30	fraction_C30-C40	total_C10-C40	Electron_Donor_Load	Total_Electron_Acceptor_Capacity	chloride_mg_l	nitrite_mg_l	nitrite_N_mg_l	nitrate_mg_l	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_Influent	iron2_mg_l	iron2_measured_mmoles_l	iron2_measured_electron_acceptor_capacity_mmol_e	total_iron2_mg_l_Sulfate_relative_To_Influent	iron2_total_mmoles_l__Sulfate_relative_To_Influent	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_1D_Flow	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_1D_Flow	total_iron2_mg_l_Sulfate_relative_To_1D_Flow	iron2_total_mmoles_l__Sulfate_relative_To_1D_Flow	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_1D_Flow	manganese2_mg_l	manganese2_mmoles_l	manganese2_electron_acceptor_capacity_mmol_e_l	Ratio_iron2_manganese2_in_mmoles_l	Ratio_iron2_to_manganese2_in_mmoles_e_l	combined_total_reduced_metals_mg_l	combined_total_reduced_metals_mmol_e_l	cyanide_total	phosphorus_total	nitrate_consumption_relative_to_influent	nitrate_N_mg_l	nitrate_mmoles_l	nitrate_electron_acceptor_capacity_mmol_e	sulfate_consumption_relative_to_influent	sulfate_consumption_percentage_relative_to_influent	sulfate_consumption_relative_to_influent_mmols_e_l	sulfate_consumption_1D_flow_mg_l	sulfate_consumption_percentage_1D_flow_relative_to_previous_sample	sulfate_consumption_1D_flow_mmols_e_l	sulfate_consumption_1D_flow_mmols_e_l_no_negatives	sulfate_mg_l	sulfate_mmoles_l	sulfate_electron_acceptor_capacity_mmol_e	combined_remaining_soluble_electron_acceptor_capacity	total_electron_acceptor_capacity_consumed_mmol_e_l_relative_To_Influent	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_Influent	total_electron_acceptor_capacity_consumed_mmols_e_l_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_1D_Flow	oxygen	temperature	redoxpot	pH	EGV3	Frontpump_flowrate		electron_acceptor_donor_balance_BTEXN_minus_total_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow
CW_54	CW_54	CW1eff_2_December_2024	S8057	Section_5	CW_1	CW_1_Section_5	CW_1_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW1eff_2	True Sample	T2	T2_EFF	2024-12-17	Winter	150	65	6,9	54	14212206-001	CW1_OUT	17/12/2024	17	11	140	0,053770324	0,5	0,000195355	73	0,028878214	40	0,015823679	17	0,006725064	57		273,50	0,08	530	0,198486385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	150	25	26	7,9	1,6	0,2	0,03	0,002	0,056175392	0,009199028	0,009778873	0,002946697	0,000592493	7,40616E-05	1,09765E-05	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	210,732	60,732	0,078778252	0,02260286	210	1100	320	25	2.5	1400	484		58	0.03	0.01	0.075	37,78471788	37,78471788	10	0,17905103	0,17905103	47,78471788	0,855590293	0,855590293	19,76431397	19,76431397	29,76431397	0,532933106	0,532933106	3,3	0,060076461	0,120152922	14,24168934	7,120844669	51,08471788	0,975743215	16	0.97	1	0,017	0,000274194	0,001370968	65	80,25	5,413283365	34	68,00	2,831563606	2,831563606	16	0,166562565	1,332500521	1,333871488	6,39	0,018806139	0,133915595	0,847278266	3,48	15,29373573	3,448063206	81,25820107	4.5	9.6	-80	7.08	940	0.2	0.01	-6,11	-6,09	-3,20	-3,18
CW_55	CW_55	CW2eff_2_December_2024	S8058	Section_5	CW_2	CW_2_Section_5	CW_2_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW2eff_2	True Sample	T2	T2_EFF	2024-12-17	Winter	150	65	4,5	55	14213115-001	CW2_OUT	17/12/2024	11	12	670	0,257329407	14	0,005469937	410	0,16219271	250	0,098897994	200	0,079118395	450		1544,00	0,42	2700	1,011157057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	350	110	100	44	3,1	0,5	0,04	0,04	0,131075915	0,040475721	0,03761105	0,016411984	0,001147955	0,000185154	1,46354E-05	1,46354E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	607,68	257,68	0,22693705	0,095861135	600	4600	1400	2.5	2.5	6000	2.144		67	0.03	0.01	0.075	15,11388715	15,11388715	1,4	0,025067144	0,025067144	16,51388715	0,29568285	0,29568285	-7,556943577		1,4	0,025067144	0,025067144	1,2	0,021845986	0,043691972	13,53488244	6,767441222	17,71388715	0,339374821	26	0.58	1	0,017	0,000274194	0,001370968	26	32,10	2,165313346	-13	-30,95	-1,082656673		55	0,572558817	4,580470539	4,581841507	2,50	0,017444076	0,118051761	0,864504162	0,07	36,45646671	63,54353329	0	0.51	9.5	-87	7.09	615	0.2	0.01	-1,07	-0,97	1,37	1,46
CW_56	CW_56	CW3eff_2_December_2024	S8059	Section_5	CW_3	CW_3_Section_5	CW_3_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW3eff_2	True Sample	T2	T2_EFF	2024-12-17	Winter	150	65	7,3	56	14213115-002	CW3_OUT	17/12/2024	10	10	230	0,088336961	6,8	0,002656827	190	0,075162475	65	0,025713478	44	0,017406047	109		535,80	0,17	1100	0,411952875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,79	1,8	5,5	1,8	0,35	0,07	0,001	0,002	0,000295857	0,00066233	0,002068608	0,000671399	0,000129608	2,59216E-05	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	10,313	9,523	0,003854821	0,003558964	10	1500	410	55	2.5	2000	546		51	0.03	0.01	0.075	29,0651676	29,0651676	1,1	0,019695613	0,019695613	30,1651676	0,540110432	0,540110432	8,719550281	8,719550281	9,819550281	0,175820059	0,175820059	0,5	0,009102494	0,018204988	59,33653201	29,66826601	30,6651676	0,55831542	22	0.73	1	0,017	0,000274194	0,001370968	50	61,73	4,164064127	15	32,61	1,249219238	1,249219238	31	0,32271497	2,581719758	2,583090726	4,72	0,003855046	0,114372516	0,881772438	1,44	12,18227992	1,261393401	86,55632668	0.52	9.5	-82	6.99	799	0.2	0.01	-4,14	-4,14	-0,87	-0,86
CW_57	CW_57	CW1MF01_2_December_2024	S8060	Section_1	CW_1	CW_1_Section_1	CW_1_MF01	MF01	Wetland	CW1S1-1	0.15-0.30	0.15-0.30	515F806R	CW1MF01_2	True Sample	T2	T2_0.15-0.30	2024-12-17	Winter	150	65	13,5	57	14212205-001	CW1_MF01	17/12/2024	11	11	480	0,184355396	1	0,00039071	480	0,189884148	270	0,106809833	140	0,055382877	410		1377,00	0,37	1600	0,599204182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4,8	0,01	0,16	0,1	0,09	0,01	0,01	0,002	0,001797613	3,67961E-06	6,01777E-05	3,73E-05	3,33277E-05	3,70308E-06	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	5,182	0,382	0,001940191	0,000142579	5,2	2000	35	2.5	2.5	2100	1.382		67	0.03	0.01	0.075	28,48386425	28,48386425	23	0,411817368	0,411817368	51,48386425	0,92182389	0,92182389	28,48386425	28,48386425	51,48386425	0,92182389	0,92182389	3,9	0,070999454	0,141998908	12,98353494	6,491767471	55,38386425	1,063822798	27	1.9	1	0,017	0,000274194	0,001370968	49	60,49	4,080782844	49	60,49	4,080782844	4,080782844	32	0,33312513	2,665001041	2,666372009	5,14	0,027601515	0,179182615	0,793215871	5,14	17,91826146	2,760151459	79,32158708	2.3	9.5	-123	6.95	965	0.2	0.01	-4,17	-4,17	-4,17	-4,17
CW_58	CW_58	CW1MF02_2_December_2024	S8061	Section_1	CW_1	CW_1_Section_1	CW_1_MF02	MF02	Wetland	CW1S1-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF02_2	True Sample	T2	T2_0.60-0.80	2024-12-17	Winter	150	65	5,3	58	14212205-002	CW1_MF02	17/12/2024	13	13	480	0,184355396	60	0,023442587	360	0,142413111	190	0,075162475	220	0,087030235	410		1310,00	0,35	2700	1,011157057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2600	140	140	53	24	4,4	0,69	0,6	0,973706796	0,051514554	0,05265547	0,019768981	0,008887393	0,001629355	0,00025246	0,00021953	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	2962,69	362,69	1,108634539	0,134927743	3000	5500	1900	2.5	2.5	7400	4.310		68	0.03	0.01	0.075	7,556943577	7,556943577	0,4	0,007162041	0,007162041	7,956943577	0,142469894	0,142469894	7,556943577	7,556943577	7,956943577	0,142469894	0,142469894	0,9	0,016384489	0,032768979	8,695412527	4,347706264	8,856943577	0,175238873	28	0.84	1	0,017	0,000274194	0,001370968	13	16,05	1,082656673	13	16,05	1,082656673	1,082656673	68	0,707890902	5,663127212	5,66449818	1,26	0,026050636	0,113260512	0,860688852	1,26	11,32605123	2,605063577	86,06888519	0.39	9.2	-153	7.08	890	0.1	0.01	0,10	0,24	0,10	0,24
CW_59	CW_59	CW1MF05_2_December_2024	S8062	Section_2	CW_1	CW_1_Section_2	CW_1_MF05	MF05	Wetland	CW1S2-1	0.15-0.30	0.15-0.30	515F806R	CW1MF05_2	True Sample	T2	T2_0.15-0.30	2024-12-17	Winter	150	65	5,8	59	14212205-003	CW1_MF05	17/12/2024	11	11	570	0,218922033	11	0,004297808	450	0,178016389	250	0,098897994	150	0,059338796	400		1431,00	0,40	1100	0,411952875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	840	0,01	0,01	0,05	0,06	0,01	0,001	0,002	0,314582196	3,67961E-06	3,7611E-06	1,865E-05	2,22185E-05	3,70308E-06	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	840,143	0,143	0,314635305	5,31099E-05	840	1700	2.5	2.5	2.5	1700	2.271		67	0.03	0.01	0.075	37,78471788	37,78471788	23	0,411817368	0,411817368	60,78471788	1,088356632	1,088356632	9,300853633	9,300853633	32,30085363	0,57835011	0,57835011	4	0,072819953	0,145639905	14,94585745	7,472928723	64,78471788	1,233996537	26	1.4	1	0,017	0,000274194	0,001370968	65	80,25	5,413283365	16	50,00	1,332500521	1,332500521	16	0,166562565	1,332500521	1,333871488	6,65	0,0219097	0,163729623	0,814360678	2,06	28,12315932	7,081963316	64,79487736	3.1	9.6	-122	6.99	1280	0.2	0.01	-5,83	-5,83	-1,24	-1,24
CW_60	CW_60	CW1MF06_2_December_2024	S8063	Section_2	CW_1	CW_1_Section_2	CW_1_MF06	MF06	Wetland	CW1S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF06_2	True Sample	T2	T2_0.60-0.80	2024-12-17	Winter	150	65	6,9	60	14212205-004	CW1_MF06	17/12/2024	12	12	550	0,211240558	75	0,029303234	440	0,174060469	180	0,071206556	190	0,075162475	370		1435,00	0,41	2600	0,973706796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1800	120	120	35	6,5	0,63	0,03	0,002	0,674104705	0,044155332	0,04513326	0,013054987	0,002407002	0,000233294	1,09765E-05	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	2082,162	282,162	0,779100289	0,104995584	2100	3700	1200	2.5	2.5	4900	3.535		67	0.03	0.01	0.075	22,67083073	22,67083073	2,2	0,039391226	0,039391226	24,87083073	0,445314785	0,445314785	15,11388715	15,11388715	17,31388715	0,310006932	0,310006932	0,9	0,016384489	0,032768979	27,1790457	13,58952285	25,77083073	0,478083763	27	0.91	1	0,017	0,000274194	0,001370968	39	48,15	3,247970019	26	38,24	2,165313346	2,165313346	42	0,437226733	3,497813866	3,499184834	3,73	0,008794553	0,119513783	0,871691663	2,51	12,36028308	1,3065316	86,33318532	0.39	9.6	-139	7.12	1340	0.2	0.01	-2,34	-2,23	-1,12	-1,01
CW_61	CW_61	CW1MF09_2_December_2024	S8064	Section_3	CW_1	CW_1_Section_3	CW_1_MF09	MF09	Wetland	CW1S3-1	0.15-0.30	0.15-0.30	515F806R	CW1MF09_2	True Sample	T2	T2_0.15-0.30	2024-12-17	Winter	150	65	9,1	61	14212205-005	CW1_MF09	17/12/2024	9,8	9,8	330	0,126744335	0,5	0,000195355	130	0,051426957	140	0,055382877	65	0,025713478	205		668,50	0,18	230	0,086135601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	320	0,01	0,01	0,005	0,001	0,001	0,001	0,002	0,119840836	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	320,03	0,03	0,11985198	1,1144E-05	320	460	25	2.5	2.5	500	989		65	0.03	0.01	0.075	46,79491984	46,79491984	23	0,411817368	0,411817368	69,79491984	1,249685225	1,249685225	9,010201957	9,010201957	32,01020196	0,573145962	0,573145962	3,6	0,065537957	0,131075915	19,06811373	9,534056866	73,39491984	1,38076114	26	0.93	1	0,017	0,000274194	0,001370968	80,5	99,38	6,704143244	15,5	96,88	1,290859879	1,290859879	0,5	0,00520508	0,041640641	0,043011609	8,08	0,016212426	0,154570192	0,829217382	2,00	28,7279436	6,569952055	64,70210434	3.08	9.8	-108	7.09	855	0.2	0.01	-7,82	-7,82	-1,73	-1,73
CW_62	CW_62	CW1MF10_2_December_2024	S8065	Section_3	CW_1	CW_1_Section_3	CW_1_MF10	MF10	Wetland	CW1S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF10_2	True Sample	T2	T2_0.60-0.80	2024-12-17	Winter	150	65	28,1	62	14212205-006	CW1_MF10	17/12/2024	11	11	560	0,215081296	1	0,00039071	370	0,146369031	220	0,087030235	130	0,051426957	350		1287,00	0,36	2200	0,82390575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1700	85	75	2	1,6	0,17	0,04	0,002	0,636654443	0,031276694	0,028208287	0,000745999	0,000592493	6,29524E-05	1,46354E-05	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1863,812	163,812	0,697556236	0,060901793	1900	3200	770	2.5	2.5	4000	3.187		67	0.03	0.01	0.075	18,02040391	18,02040391	1,7	0,030438675	0,030438675	19,72040391	0,353095862	0,353095862	-4,650426817		1,7	0,030438675	0,030438675	1,6	0,029127981	0,058255962	12,12222233	6,061111163	21,32040391	0,411351825	28	0.53	1	0,017	0,000274194	0,001370968	31	38,27	2,581719758	-8	-19,05	-0,66625026		50	0,520508016	4,164064127	4,165435094	2,99	0,019463605	0,117971072	0,862565324	0,09	34,31850673	65,68149327	0	0.42	9.5	-112	7.18	950	0.2	0.01	-1,81	-1,75	1,10	1,16
CW_63	CW_63	CW2MF01_2_December_2024	S8066	Section_1	CW_2	CW_2_Section_1	CW_2_MF01	MF01	Wetland	CW2S1-1	0.15-0.30	0.15-0.30	515F806R	CW2MF01_2	True Sample	T2	T2_0.15-0.30	2024-12-17	Winter	150	65	7,6	63	14213114-001	CW2_MF01	17/12/2024	22	13	530	0,203559083	0,5	0,000195355	500	0,197795988	230	0,090986154	180	0,071206556	410		1443,50	0,40	1900	0,711554966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	510	0,01	0,01	0,005	0,001	0,001	0,001	0,002	0,190996333	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	510,03	0,03	0,191007477	1,1144E-05	510	3800	40	2.5	2.5	3900	1.954		68	0.03	0.01	0.075	15,69519051	15,69519051	12	0,214861235	0,214861235	27,69519051	0,495885237	0,495885237	15,69519051	15,69519051	27,69519051	0,495885237	0,495885237	2,6	0,047332969	0,094665938	10,47652926	5,238264632	30,29519051	0,590551176	27	1.2	1	0,017	0,000274194	0,001370968	27	33,33	2,248594628	27	33,33	2,248594628	2,248594628	54	0,562148657	4,497189257	4,498560224	2,84	0,033343106	0,174660011	0,791996883	2,84	17,4660011	3,334310564	79,19968834	3.51	9.6	-99	6.95	802	0.2	0.01	-1,73	-1,73	-1,73	-1,73
CW_64	CW_64	CW2MF02_2_December_2024	S8067	Section_1	CW_2	CW_2_Section_1	CW_2_MF02	MF02	Wetland	CW2S1-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF02_2	True Sample	T2	T2_0.60-0.80	2024-12-17	Winter	150	65	3,1	64	14213114-002	CW2_MF02	17/12/2024	14	14	520	0,199718346	97	0,03789885	470	0,185928228	200	0,079118395	300	0,118677593	500		1587,00	0,42	3100	1,160958103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1200	130	100	41	13	3,5	0,69	0,63	0,449403136	0,047834943	0,03761105	0,015292985	0,004814004	0,001296078	0,00025246	0,000230507	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1488,82	288,82	0,556735164	0,107332027	1500	6000	2200	2.5	2.5	8200	3.087		68	0.03	0.01	0.075	7,556943577	7,556943577	0,6	0,010743062	0,010743062	8,156943577	0,146050915	0,146050915	7,556943577	7,556943577	8,156943577	0,146050915	0,146050915	1	0,018204988	0,036409976	8,022576736	4,011288368	9,156943577	0,182460891	28	0.79	1	0,017	0,000274194	0,001370968	13	16,05	1,082656673	13	16,05	1,082656673	1,082656673	68	0,707890902	5,663127212	5,66449818	1,27	0,028779915	0,115444539	0,855775545	1,27	11,54445395	2,87799153	85,57755452	0.36	9.1	-1.35	7.18	1140	0.2	0.01	0,32	0,43	0,32	0,43
CW_65	CW_65	CW2MF05_2_December_2024	S8068	Section_2	CW_2	CW_2_Section_2	CW_2_MF05	MF05	Wetland	CW2S2-1	0.15-0.30	0.15-0.30	515F806R	CW2MF05_2	True Sample	T2	T2_0.15-0.30	2024-12-17	Winter	150	65	7,7	65	14213114-003	CW2_MF05	17/12/2024	18	17	110	0,042248112	1,5	0,000586065	24	0,009494207	13	0,005142696	8,7	0,00344165	21,7		157,20	0,05	42	0,01572911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1,4	0,01	0,01	0,005	0,001	0,001	0,001	0,002	0,000524304	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1,43	0,03	0,000535448	1,1144E-05	1,4	65	2.5	2.5	2.5	95	159		62	0.03	0.01	0.075	46,79491984	46,79491984	35	0,626678603	0,626678603	81,79491984	1,464546461	1,464546461	31,09972934	31,09972934	66,09972934	1,183522459	1,183522459	6,7	0,121973421	0,243946841	12,00709509	6,003547545	88,49491984	1,708493302	15	1.1	1	0,017	0,000274194	0,001370968	80,5	99,38	6,704143244	53,5	99,07	4,455548615	4,455548615	0,5	0,00520508	0,041640641	0,043011609	8,41	0,028997668	0,174088878	0,796913454	5,88	20,11760759	4,146627546	75,73576486	0.6	9.5	-152	7.33	890	0.1	0.01	-8,34	-8,34	-5,81	-5,81
CW_66	CW_66	CW2MF06_2_December_2024	S8069	Section_2	CW_2	CW_2_Section_2	CW_2_MF06	MF06	Wetland	CW2S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF06_2	True Sample	T2	T2_0.60-0.80	2024-12-17	Winter	150	65	4,45	66	14213114-004	CW2_MF06	17/12/2024	13	13	580	0,22276277	31	0,012112003	420	0,16614863	210	0,083074315	230	0,090986154	440		1471,00	0,40	1800	0,674104705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	280	38	32	10	2,8	0,55	0,08	0,07	0,104860732	0,013982522	0,012035536	0,003729996	0,001036862	0,000203669	2,92707E-05	2,56119E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	363,5	83,5	0,135904201	0,031043469	360	4000	1100	2.5	2.5	5100	1.831		67	0.03	0.01	0.075	23,83343743	23,83343743	4,2	0,075201432	0,075201432	28,03343743	0,501941583	0,501941583	16,27649386	16,27649386	20,47649386	0,366633731	0,366633731	2	0,036409976	0,072819953	13,78582559	6,892912795	30,03343743	0,574761536	27	0.97	1	0,017	0,000274194	0,001370968	41	50,62	3,414532584	28	41,18	2,331875911	2,331875911	40	0,416406413	3,331251301	3,332622269	3,99	0,018253844	0,125822155	0,855924001	2,77	13,22952461	2,627617907	84,14285748	0.37	9.6	-142	6.98	1040	0.2	0.01	-2,91	-2,88	-1,70	-1,67
CW_67	CW_67	CW2MF09_2_December_2024	S8070	Section_3	CW_2	CW_2_Section_3	CW_2_MF09	MF09	Wetland	CW2S3-1	0.15-0.30	0.15-0.30	515F806R	CW2MF09_2	True Sample	T2	T2_0.15-0.30	2024-12-17	Winter	150	65	7,2	67	14213114-005	CW2_MF09	17/12/2024	12	18	570	0,218922033	12	0,004688517	260	0,102853914	130	0,051426957	110	0,043515117	240		1082,00	0,33	160	0,059920418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	2,3	1,4	0,51	0,13	0,001	0,001	0,002	0,041195288	0,000846311	0,000526555	0,00019023	4,814E-05	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	114,344	4,344	0,042807991	0,001612703	110	250	30	2.5	2.5	280	1.192		62	0.03	0.01	0.075	46,79491984	46,79491984	21	0,376007162	0,376007162	67,79491984	1,21387502	1,21387502	0	0	21	0,376007162	0,376007162	4	0,072819953	0,145639905	16,66953871	8,334769353	71,79491984	1,359514925	23	1.5	1	0,017	0,000274194	0,001370968	80,5	99,38	6,704143244	0	0,00	0	0	0,5	0,00520508	0,041640641	0,043011609	8,06	0,01806127	0,150536518	0,831402213	0,52	72,08075834	27,91924166	0	5.7	8.7	-122	7.05	622	0.1	0.01	-7,68	-7,68	-0,14	-0,13
CW_68	CW_68	CW2MF10_2_December_2024	S8071	Section_3	CW_2	CW_2_Section_3	CW_2_MF10	MF10	Wetland	CW2S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW2MF10_2	True Sample	T2	T2_0.60-0.80	2024-12-17	Winter	150	65	5,1	68	14213114-006	CW2_MF10	17/12/2024	11	12	660	0,25348867	34	0,013284133	400	0,15823679	210	0,083074315	190	0,075162475	400		1494,00	0,43	1900	0,711554966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710	58	41	13	3,4	0,73	0,06	0,03	0,265896856	0,021341744	0,01542053	0,004848995	0,001259047	0,000270325	2,1953E-05	1,09765E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	826,22	116,22	0,309070427	0,043173571	820	3500	910	2.5	2.5	4400	2.314		67	0.03	0.01	0.075	22,67083073	22,67083073	2,4	0,042972247	0,042972247	25,07083073	0,448895805	0,448895805	-1,162606704		2,4	0,042972247	0,042972247	2,1	0,038230475	0,07646095	11,74183171	5,870915855	27,17083073	0,525356756	26	0.57	1	0,017	0,000274194	0,001370968	39	48,15	3,247970019	-2	-5,00	-0,166562565		42	0,437226733	3,497813866	3,499184834	3,77	0,020263538	0,118965526	0,860770936	0,12	35,98015295	64,01984705	0	0.49	9.5	-115	7.02	536	0.2	0.01	-2,64	-2,59	1,02	1,06
